"No.","Time","Source","Destination","Protocol","Length","Info"
"286","15.433809","10.2.13.112","104.18.37.228","QUIC","210","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"287","15.433843","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"288","15.433844","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"289","15.434835","104.18.37.228","10.2.13.112","QUIC","67","Protected Payload (KP0)"
"290","15.439882","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"291","15.439883","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"292","15.506434","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"293","15.506436","104.18.37.228","10.2.13.112","QUIC","1133","Protected Payload (KP0)"
"294","15.508309","10.2.13.112","104.18.37.228","QUIC","87","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"295","15.546002","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"296","15.546004","104.18.37.228","10.2.13.112","QUIC","1097","Protected Payload (KP0)"
"297","15.546004","104.18.37.228","10.2.13.112","QUIC","1040","Protected Payload (KP0)"
"298","15.547892","10.2.13.112","104.18.37.228","QUIC","87","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"299","16.156038","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"300","16.156062","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"301","16.156064","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"302","16.156066","10.2.13.112","104.18.37.228","QUIC","1058","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"303","16.156076","10.2.13.112","104.18.37.228","QUIC","1286","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"304","16.156083","10.2.13.112","104.18.37.228","QUIC","99","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"305","16.156247","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"306","16.156248","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"307","16.156258","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"308","16.156260","10.2.13.112","104.18.37.228","QUIC","1058","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"309","16.156282","10.2.13.112","104.18.37.228","QUIC","1264","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"310","16.162189","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"311","16.163722","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"312","16.226793","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"313","16.226796","104.18.37.228","10.2.13.112","QUIC","1133","Protected Payload (KP0)"
"314","16.227195","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"315","16.227197","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"316","16.227221","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"317","16.227223","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
