"No.","Time","Source","Destination","Protocol","Length","Info"
"756","16.657346","100.81.191.105","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"757","16.661383","100.81.191.105","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"758","16.661388","100.81.191.105","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"759","16.661441","100.81.191.105","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"760","16.661444","100.81.191.105","172.64.150.28","QUIC","1176","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"761","16.661446","100.81.191.105","172.64.150.28","QUIC","1286","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"762","16.661448","100.81.191.105","172.64.150.28","QUIC","415","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"763","16.666869","172.64.150.28","100.81.191.105","QUIC","782","Protected Payload (KP0)"
"764","16.668193","172.64.150.28","100.81.191.105","QUIC","784","Protected Payload (KP0)"
"765","16.672437","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"766","16.675619","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"767","16.680249","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"768","16.680250","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"769","16.680251","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"770","16.683882","172.64.150.28","100.81.191.105","QUIC","784","Protected Payload (KP0)"
"771","16.689417","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"772","16.721236","172.64.150.28","100.81.191.105","QUIC","784","Protected Payload (KP0)"
"773","16.728747","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"774","16.755296","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"775","16.755298","172.64.150.28","100.81.191.105","QUIC","1125","Protected Payload (KP0)"
"776","16.760828","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"777","16.764041","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"778","16.764046","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
